Country,Year,Outcome
SVN,2009,2229.887
SVN,2010,2197.199
SVN,2011,2184.239
SVN,2012,2102.64
SVN,2013,2081.236
SVN,2015,2185.293
SVN,2016,2289.375
SVN,2017,2292.737
SVN,2018,2434.603
SVN,2019,2577.865
SVN,2024,3877.224
SVN,2023,3030.353
SVN,2002,1768.61
SVN,2003,1825.424
SVN,2020,2748.26
SVN,2021,2975.01
SVN,2022,3040.016
SVK,2016,1817.304
SVK,2017,1797.591
GBR,2014,3584.887
FRA,2005,3744.248
GBR,2015,3659.812
GBR,2016,3724.913
GBR,2017,3724.788
GBR,2018,3778.783
GBR,2019,3919.919
TUR,1995,222.103
TUR,1996,281.552
TUR,1997,330.388
TUR,1998,371.806
TUR,2024,1616.34
