Country,Year,Outcome
SVK,2016,444.139
SVK,2017,451.118
SVK,2018,458.292
SVK,2019,496.705
SVK,2020,483.151
SVK,2021,563.539
SVK,2022,551.286
SVK,2023,562.527
SVK,2008,521.645
SVK,2024,580.984
SVK,1999,116.001
SVK,2000,116.734
SVK,2001,121.714
SVK,2002,133.93
SVK,2003,152.946
SVK,1998,94.504
SVK,1997,92.39
SVK,2005,410.995
SVK,2004,345.547
SVK,2006,550.948
SVK,2007,646.095
SVK,2009,595.621
SVK,2010,645.591
SVK,2011,576.71
USA,2014,1680.388
USA,2015,1724.634
GBR,2008,777.09
USA,2016,1782.116
USA,2017,1800.987
USA,2018,1832.147
USA,2019,1899.135
USA,2020,1855.696
USA,2021,1938.009
CHE,2014,2155.827
CHE,2013,2148.35
CHE,2012,2098.394
CHE,2011,2145.611
CHE,2010,2140.002
CHE,2019,2299.905
CHE,2022,2415.765
CHE,2021,2380.294
CHE,2020,2254.657
