Country,Year,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y5T9,Y60T64,Y65T69,Y70T74,Y75T79,Y80T84,Y_GE85,Y_LE4
CHL,2003,0.09393064012138001,0.08439717103707724,0.08105813611257681,0.08004741382925636,0.07643178141710112,0.07702041820455438,0.07117636608793719,0.06332278844826476,0.0522404112713287,0.04080979621777846,0.0865557792005374,0.032918065025887344,0.02669190981357922,0.023131521222487742,0.016333314981790036,0.008675802455915777,0.006162965362187257,0.07909571919036018
CHL,2004,0.09226324609838153,0.08573446494296359,0.08088548509739621,0.07930629461133545,0.07611165130135919,0.07640181241785972,0.07192974867952975,0.06410956643538036,0.05422904678172376,0.041862590954650045,0.0841214462518817,0.03352088014748099,0.02704546267341558,0.022914427186442654,0.01712225207467695,0.009148594634684409,0.00642623550809371,0.07686679420274442
CHL,2005,0.09008904075011266,0.08734766650133355,0.08062420903181014,0.07845211869949675,0.07627261340246222,0.07548186920632503,0.07258644906546419,0.06483595719068984,0.05600615540938051,0.04312500227855687,0.08173917256037928,0.034232729419471905,0.02754597602531815,0.022666991030178968,0.017763907399696074,0.009704273287422755,0.006715301008330157,0.07481056773357092
CHL,2006,0.0873487648864777,0.08905522364048205,0.08030198392575433,0.07784472491557014,0.07657501977319398,0.07442636327990952,0.07301816931726357,0.06555720646517685,0.057277544686194976,0.04481685404049085,0.07953729808556334,0.03506886821479714,0.02810405501872107,0.022506818922808997,0.01819990225038216,0.010337480861444504,0.007030448577767528,0.0729932731380013
CHL,2007,0.08477713282890784,0.08982382965229366,0.0801383562943378,0.07757962209920576,0.076706934215074,0.0734200822826924,0.07315297864448293,0.06629534094853151,0.058348462849437635,0.04655098189343667,0.07744982377637687,0.03605499550095039,0.028663089988317545,0.02250553988807195,0.018423188906263273,0.011006159184687333,0.007383006094043365,0.07172047495288908
CHL,2008,0.08240557382747404,0.08939393884950035,0.08055107291675276,0.07752294110932524,0.07643309393586706,0.07271648630109175,0.07294340304690079,0.06704752028326684,0.05921353255054542,0.04831583936378509,0.0753280351357434,0.03710199587321744,0.029207221522128065,0.022692812458489926,0.018439725486433686,0.011678696428274127,0.007783801342384131,0.07122430956881985
CHL,2009,0.0800878948607429,0.08780375281720752,0.08184690574855469,0.0774266904044872,0.075794804099596,0.07245402218981513,0.07237748679320125,0.06776303029936832,0.05995381337613629,0.050165279729173694,0.07322002777310785,0.038083053700717455,0.029772032331110608,0.023041004845780585,0.01832394826918044,0.012301347105913497,0.008247281364377322,0.07133762429152925
CHL,2010,0.0778021378080204,0.0857102822814467,0.08336627319139375,0.07721241423501167,0.0750225314489449,0.07262355259724212,0.07150868613068961,0.06836990101985317,0.06062285662614473,0.051807359466551864,0.0712574543948764,0.039247589373770764,0.030427755580529618,0.02350695710313341,0.018180340316739516,0.012815690081187056,0.008774767965193475,0.07174345037927085
CHL,2011,0.07569108410325881,0.08309816780985964,0.08501567651022574,0.0769822510619034,0.07450974573724514,0.07293534271939885,0.07051615787242949,0.06876063910156387,0.06128018178109985,0.05297505372472805,0.06952688914017774,0.040799090816306956,0.031188074712885167,0.024016122721484137,0.01810369314436015,0.013180590256528875,0.009362148569513009,0.07205909021703115
CHL,2012,0.0737287622070605,0.08069084336386564,0.08582846174541553,0.07695558188438312,0.07436945964543451,0.07312825167852008,0.06960957528513072,0.0689073649305635,0.06198162970932825,0.0539813389418437,0.06835002236650908,0.04240693563002956,0.03209541025933398,0.024535856956614935,0.018162075469870108,0.013398407463276703,0.009994788313875931,0.07187523414894416
CHL,2013,0.07177912981800602,0.07849305543489851,0.0854975232090208,0.07748532781978915,0.07444107967441563,0.07297366292408396,0.06903030689132837,0.06879785045363074,0.06276948395465748,0.0548706210152657,0.06793911299302029,0.04410295946457118,0.03310556690583447,0.025083435054317246,0.018399375604065932,0.013484631018273891,0.010674372364779227,0.0710725054000414
CHL,2014,0.06984549982158937,0.07635457858126808,0.08411042356039035,0.07893350750693587,0.07455326927716062,0.07252016950893422,0.068886686732686,0.06836025309067538,0.0635236861688668,0.055642529294396205,0.06811474521854165,0.04587348603244606,0.034053352958971404,0.02564705547685224,0.01876215346889918,0.013473642928111169,0.011355540205301249,0.06998942016797416
CHL,2015,0.06802616576327873,0.07422155719110278,0.08223411134443834,0.08060892006158889,0.07458357638123592,0.07194650084191997,0.06914227103774698,0.06761812907080313,0.06415446345011189,0.05632781555472819,0.0685501643359015,0.04743892567661448,0.03515375493637871,0.02627938811523161,0.0192107213769327,0.013437555835172317,0.011996045054417783,0.06906993397239607
CHL,2016,0.06641290456889021,0.07225994263160858,0.07993968453054297,0.0825052497235807,0.07467545674618034,0.07164388552588913,0.06953628987534477,0.0667487305519133,0.06457073309309382,0.056989465654678745,0.06888880240799505,0.048562550850719706,0.036597766286583136,0.026996809130239326,0.019689772973158635,0.013449552645773164,0.012568786942715881,0.06796361586109255
CHL,2017,0.06524368712807815,0.07040618285536086,0.07813312332050179,0.08412806598682504,0.07537002708913616,0.07187188232795445,0.06983514803472378,0.0658957244161416,0.06464338935171532,0.0575603424949368,0.0686905809983413,0.049411776586073916,0.03798977718458008,0.027762727051219186,0.020119069283820918,0.013522525852382667,0.013031896295993875,0.0663840737422141
CHL,2018,0.06468176651296263,0.06860349931111828,0.07701961533015793,0.0850141629387238,0.07678821933609775,0.07240972076492401,0.06979413009318501,0.06527814849073976,0.06436179048983263,0.0580990597771207,0.06780137275046856,0.050050542879320245,0.03937790261583066,0.028541434628498504,0.020494944245511203,0.01367177552828708,0.013382357215365995,0.06462955709185525
CHL,2019,0.0647150270348124,0.06662231692989706,0.0757297661783904,0.0851920551900392,0.07930961789514496,0.07309950334993857,0.06953179364277873,0.06510257695312598,0.06374952792704076,0.05851668814546295,0.06675341923177086,0.050468786242851914,0.04070263297384611,0.029187454624472763,0.020845998705410564,0.013891296356308527,0.013664157038890437,0.0629173815798178
